NOC,Year,Sport,sport_num_athletes,sport_medal_gold,sport_medal_silver,sport_medal_bronze,sport_num_female_athletes,sport_num_male_athletes,num_games_sports_each_year,rank_country_year,total_gold_country_year,total_silver_country_year,total_bronze_country_year,total_medal_country_year,total_athelete_country_year,host_status,future_host_status
Belgium,1908,Cycling,6,0,0,1,0,6,7,10,1,5,2,8,70,0,0
Belgium,1908,Athletics,6,0,0,0,0,6,26,10,1,5,2,8,70,0,0
France,1908,Tennis,1,0,0,0,0,1,6,4,5,5,9,19,208,0,0
Hungary,1908,Athletics,19,0,1,5,0,19,26,6,3,4,2,9,65,0,0
Hungary,1908,Fencing,8,6,1,0,0,8,4,6,3,4,2,9,65,0,0
Hungary,1908,Gymnastics,6,0,0,0,0,6,2,6,3,4,2,9,65,0,0
Belgium,1908,Diving,1,0,0,0,0,1,0,10,1,5,2,8,70,0,0
Germany,1908,Fencing,10,0,0,0,0,10,4,5,3,5,5,13,82,0,0
Canada,1908,Diving,1,0,0,0,0,1,0,7,3,3,10,16,87,0,0
Germany,1908,Gymnastics,11,0,0,0,0,11,2,5,3,5,5,13,82,0,0
United Kingdom,1908,Motorboating,13,6,0,0,1,12,0,1,56,51,39,146,0,1,0
Norway,1908,Athletics,11,0,1,2,0,11,26,8,2,3,3,8,69,0,0
Canada,1908,Athletics,27,1,1,4,0,27,26,7,3,3,10,16,87,0,0
United Kingdom,1908,Lacrosse,12,0,12,0,0,12,1,1,56,51,39,146,0,1,0
United Kingdom,1908,Jeu De Paume,9,0,1,1,0,9,0,1,56,51,39,146,0,1,0
United Kingdom,1908,Hockey,45,11,12,22,0,45,0,1,56,51,39,146,0,1,0
United Kingdom,1908,Gymnastics,65,0,1,0,0,65,2,1,56,51,39,146,0,1,0
United Kingdom,1908,Polo,12,4,8,0,0,12,1,1,56,51,39,146,0,1,0
United Kingdom,1908,Football,11,11,0,0,0,11,1,1,56,51,39,146,0,1,0
United Kingdom,1908,Fencing,23,0,6,0,0,23,4,1,56,51,39,146,0,1,0
United Kingdom,1908,Cycling,36,8,4,2,0,36,7,1,56,51,39,146,0,1,0
United Kingdom,1908,Boxing,32,5,4,5,0,32,5,1,56,51,39,146,0,1,0
United Kingdom,1908,Athletics,126,11,7,3,0,126,26,1,56,51,39,146,0,1,0
United Kingdom,1908,Archery,41,2,2,1,25,16,3,1,56,51,39,146,0,1,0
Denmark,1908,Swimming,5,0,1,0,0,5,0,16,0,2,3,5,78,0,0
Denmark,1908,Wrestling,10,0,0,3,0,10,9,16,0,2,3,5,78,0,0
United Kingdom,1908,Figure Skating,11,1,3,4,4,7,0,1,56,51,39,146,0,1,0
United Kingdom,1908,Racquets,7,3,3,4,0,7,0,1,56,51,39,146,0,1,0
United Kingdom,1908,Rowing,30,16,7,9,0,30,4,1,56,51,39,146,0,1,0
United Kingdom,1908,Rugby,15,0,15,0,0,15,1,1,56,51,39,146,0,1,0
Denmark,1908,Athletics,8,0,0,0,0,8,26,16,0,2,3,5,78,0,0
Denmark,1908,Boxing,2,0,0,0,0,2,5,16,0,2,3,5,78,0,0
Canada,1908,Wrestling,1,0,0,1,0,1,9,7,3,3,10,16,87,0,0
Canada,1908,Tennis,3,0,0,0,0,3,6,7,3,3,10,16,87,0,0
Canada,1908,Swimming,1,0,0,0,0,1,0,7,3,3,10,16,87,0,0
Denmark,1908,Fencing,8,0,0,0,0,8,4,16,0,2,3,5,78,0,0
Denmark,1908,Football,13,0,13,0,0,13,1,16,0,2,3,5,78,0,0
Denmark,1908,Gymnastics,24,0,0,0,0,24,2,16,0,2,3,5,78,0,0
Denmark,1908,Shooting,10,0,0,0,0,10,15,16,0,2,3,5,78,0,0
Germany,1908,Figure Skating,3,2,1,0,2,1,0,5,3,5,5,13,82,0,0
United Kingdom,1908,Wrestling,53,3,4,4,0,53,9,1,56,51,39,146,0,1,0
United Kingdom,1908,Water Polo,7,7,0,0,0,7,0,1,56,51,39,146,0,1,0
United Kingdom,1908,Tug-Of-War,24,8,8,8,0,24,0,1,56,51,39,146,0,1,0
United Kingdom,1908,Tennis,22,8,7,5,8,14,6,1,56,51,39,146,0,1,0
United Kingdom,1908,Swimming,28,7,2,1,0,28,0,1,56,51,39,146,0,1,0
United Kingdom,1908,Shooting,67,14,15,16,0,67,15,1,56,51,39,146,0,1,0
United Kingdom,1908,Sailing,39,22,10,5,1,38,4,1,56,51,39,146,0,1,0
Canada,1908,Cycling,5,0,0,4,0,5,7,7,3,3,10,16,87,0,0
Greece,1908,Shooting,7,0,0,1,0,7,15,15,0,3,1,4,20,0,0
United Kingdom,1908,Diving,16,0,0,0,0,16,0,1,56,51,39,146,0,1,0
Norway,1908,Fencing,1,0,0,0,0,1,4,8,2,3,3,8,69,0,0
Greece,1908,Cycling,1,0,0,0,0,1,7,15,0,3,1,4,20,0,0
Russia,1908,Figure Skating,1,1,0,0,0,1,0,0,0,0,0,0,6,0,0
Russia,1908,Athletics,1,0,0,0,0,1,26,0,0,0,0,0,6,0,0
Germany,1908,Wrestling,1,0,0,0,0,1,9,5,3,5,5,13,82,0,0
Germany,1908,Tennis,5,0,1,0,0,5,6,5,3,5,5,13,82,0,0
Germany,1908,Shooting,1,0,0,0,0,1,15,5,3,5,5,13,82,0,0
Germany,1908,Rowing,3,0,0,3,0,3,4,5,3,5,5,13,82,0,0
Switzerland,1908,Athletics,1,0,0,0,0,1,26,0,0,0,0,0,1,0,0
Greece,1908,Athletics,12,0,3,0,0,12,26,15,0,3,1,4,20,0,0
Norway,1908,Wrestling,1,0,1,0,0,1,9,8,2,3,3,8,69,0,0
Norway,1908,Shooting,13,7,0,1,0,13,15,8,2,3,3,8,69,0,0
Germany,1908,Swimming,5,1,0,0,0,5,0,5,3,5,5,13,82,0,0
Norway,1908,Sailing,5,0,0,0,0,5,4,8,2,3,3,8,69,0,0
Canada,1908,Gymnastics,2,0,0,0,0,2,2,7,3,3,10,16,87,0,0
Canada,1908,Lacrosse,12,12,0,0,0,12,1,7,3,3,10,16,87,0,0
Canada,1908,Rowing,13,0,0,15,0,13,4,7,3,3,10,16,87,0,0
Canada,1908,Shooting,22,1,7,6,0,22,15,7,3,3,10,16,87,0,0
Norway,1908,Rowing,9,0,0,0,0,9,4,8,2,3,3,8,69,0,0
Norway,1908,Gymnastics,30,0,30,0,0,30,2,8,2,3,3,8,69,0,0
Germany,1908,Hockey,11,0,0,0,0,11,0,5,3,5,5,13,82,0,0
South Africa,1912,Shooting,8,0,0,0,0,8,18,7,4,2,0,6,21,0,0
South Africa,1912,Swimming,1,0,0,0,0,1,0,7,4,2,0,6,21,0,0
South Africa,1912,Tennis,3,3,1,0,0,3,8,7,4,2,0,6,21,0,0
United States,1912,Tennis,1,0,0,0,0,1,8,1,26,19,19,64,172,0,0
Russia,1912,Shooting,26,0,4,1,0,26,18,0,0,0,0,0,159,0,0
Russia,1912,Swimming,4,0,0,0,0,4,0,0,0,0,0,0,159,0,0
Russia,1912,Tennis,2,0,0,0,0,2,8,0,0,0,0,0,159,0,0
Greece,1912,Fencing,7,0,0,0,0,7,5,15,1,0,1,2,22,0,0
United States,1912,Fencing,13,0,0,0,0,13,5,1,26,19,19,64,172,0,0
Luxembourg,1912,Gymnastics,19,0,0,0,0,19,4,0,0,0,0,0,21,0,0
United States,1912,Equestrianism,4,0,0,4,0,4,0,1,26,19,19,64,172,0,0
Japan,1912,Athletics,2,0,0,0,0,2,30,0,0,0,0,0,2,0,0
United States,1912,Swimming,7,2,4,1,0,7,0,1,26,19,19,64,172,0,0
South Africa,1912,Fencing,1,0,0,0,0,1,5,7,4,2,0,6,21,0,0
United States,1912,Shooting,26,20,7,9,0,26,18,1,26,19,19,64,172,0,0
United States,1912,Modern Pentathlon,1,0,0,0,0,1,1,1,26,19,19,64,172,0,0
Greece,1912,Shooting,9,0,0,0,0,9,18,15,1,0,1,2,22,0,0
United States,1912,Diving,2,0,0,0,0,2,0,1,26,19,19,64,172,0,0
Norway,1912,Sailing,18,15,0,0,0,18,4,8,3,2,5,10,190,0,0
Luxembourg,1912,Athletics,2,0,0,0,0,2,30,0,0,0,0,0,21,0,0
Greece,1912,Athletics,5,1,0,1,0,5,30,15,1,0,1,2,22,0,0
Russia,1912,Football,15,0,0,0,0,15,1,0,0,0,0,0,159,0,0
Russia,1912,Gymnastics,4,0,0,0,0,4,4,0,0,0,0,0,159,0,0
Russia,1912,Modern Pentathlon,5,0,0,0,0,5,1,0,0,0,0,0,159,0,0
United States,1912,Wrestling,2,0,0,0,0,2,5,1,26,19,19,64,172,0,0
United States,1912,Athletics,108,23,14,12,0,108,30,1,26,19,19,64,172,0,0
Finland,1912,Gymnastics,24,0,20,0,0,24,4,4,9,8,9,26,164,0,0
United States,1912,Art Competitions,1,1,0,0,0,1,0,1,26,19,19,64,172,0,0
Russia,1912,Rowing,1,0,0,1,0,1,4,0,0,0,0,0,159,0,0
Russia,1912,Sailing,17,0,0,7,0,17,4,0,0,0,0,0,159,0,0
United States,1912,Cycling,9,0,0,10,0,9,2,1,26,19,19,64,172,0,0
South Africa,1912,Cycling,1,1,0,0,0,1,2,7,4,2,0,6,21,0,0
Russia,1912,Athletics,32,0,0,0,0,32,30,0,0,0,0,0,159,0,0
Russia,1912,Art Competitions,1,0,0,0,0,1,0,0,0,0,0,0,159,0,0
South Africa,1912,Athletics,7,1,1,0,0,7,30,7,4,2,0,6,21,0,0
Portugal,1912,Fencing,1,0,0,0,0,1,5,0,0,0,0,0,6,0,0
Portugal,1912,Athletics,3,0,0,0,0,3,30,0,0,0,0,0,6,0,0
Norway,1912,Wrestling,9,0,0,0,0,9,5,8,3,2,5,10,190,0,0
Norway,1912,Tennis,7,0,0,1,1,6,8,8,3,2,5,10,190,0,0
Norway,1912,Swimming,5,0,0,0,1,4,0,8,3,2,5,10,190,0,0
Norway,1912,Shooting,28,0,6,1,0,28,18,8,3,2,5,10,190,0,0
Norway,1912,Rowing,24,0,0,10,0,24,4,8,3,2,5,10,190,0,0
Norway,1912,Modern Pentathlon,2,0,0,0,0,2,1,8,3,2,5,10,190,0,0
Hungary,1912,Athletics,27,0,0,1,0,27,30,9,3,2,3,8,121,0,0
Portugal,1912,Wrestling,2,0,0,0,0,2,5,0,0,0,0,0,6,0,0
Finland,1912,Wrestling,37,3,2,2,0,37,5,4,9,8,9,26,164,0,0
France,1912,Sailing,3,3,0,0,0,3,4,5,7,4,3,14,119,0,0
Greece,1912,Wrestling,1,0,0,0,0,1,5,15,1,0,1,2,22,0,0
France,1912,Water Polo,8,0,0,0,0,8,0,5,7,4,3,14,119,0,0
France,1912,Wrestling,6,0,0,0,0,6,5,5,7,4,3,14,119,0,0
Denmark,1912,Football,15,0,15,0,0,15,1,14,1,6,5,12,147,0,0
Denmark,1912,Gymnastics,48,0,28,20,0,48,4,14,1,6,5,12,147,0,0
Denmark,1912,Modern Pentathlon,4,0,0,0,0,4,1,14,1,6,5,12,147,0,0
Denmark,1912,Rowing,15,5,0,5,0,15,4,14,1,6,5,12,147,0,0
Denmark,1912,Sailing,3,0,3,0,0,3,4,14,1,6,5,12,147,0,0
Denmark,1912,Shooting,14,0,1,7,0,14,18,14,1,6,5,12,147,0,0
Denmark,1912,Swimming,1,0,0,0,0,1,0,14,1,6,5,12,147,0,0
Denmark,1912,Tennis,10,0,1,0,1,9,8,14,1,6,5,12,147,0,0
Turkey,1912,Athletics,2,0,0,0,0,2,30,0,0,0,0,0,2,0,0
Russia,1912,Wrestling,11,0,1,0,0,11,5,0,0,0,0,0,159,0,0
Sweden,1912,Wrestling,33,1,2,1,0,33,5,2,23,25,17,65,434,1,0
Sweden,1912,Water Polo,7,0,7,0,0,7,0,2,23,25,17,65,434,1,0
Sweden,1912,Tug-Of-War,8,8,0,0,0,8,0,2,23,25,17,65,434,1,0
Sweden,1912,Tennis,16,0,4,2,6,10,8,2,23,25,17,65,434,1,0
Sweden,1912,Swimming,24,0,1,0,6,18,0,2,23,25,17,65,434,1,0
Sweden,1912,Shooting,61,21,12,9,0,61,18,2,23,25,17,65,434,1,0
Sweden,1912,Sailing,41,8,15,3,0,41,4,2,23,25,17,65,434,1,0
Sweden,1912,Rowing,28,0,5,0,0,28,4,2,23,25,17,65,434,1,0
Sweden,1912,Modern Pentathlon,12,1,1,1,0,12,1,2,23,25,17,65,434,1,0
Sweden,1912,Gymnastics,24,24,0,0,0,24,4,2,23,25,17,65,434,1,0
Sweden,1912,Football,14,0,0,0,0,14,1,2,23,25,17,65,434,1,0
Sweden,1912,Fencing,18,0,0,0,0,18,5,2,23,25,17,65,434,1,0
Sweden,1912,Equestrianism,17,10,1,1,0,17,0,2,23,25,17,65,434,1,0
Sweden,1912,Diving,34,3,2,2,12,22,0,2,23,25,17,65,434,1,0
Sweden,1912,Cycling,12,12,0,0,0,12,2,2,23,25,17,65,434,1,0
France,1912,Tennis,6,4,0,4,1,5,8,5,7,4,3,14,119,0,0
Greece,1912,Swimming,1,0,0,0,0,1,0,15,1,0,1,2,22,0,0
Denmark,1912,Fencing,6,0,1,0,0,6,5,14,1,6,5,12,147,0,0
Denmark,1912,Cycling,7,0,0,0,0,7,2,14,1,6,5,12,147,0,0
Finland,1912,Swimming,6,0,0,0,2,4,0,4,9,8,9,26,164,0,0
Finland,1912,Shooting,19,0,0,5,0,19,18,4,9,8,9,26,164,0,0
Finland,1912,Sailing,27,0,7,12,0,27,4,4,9,8,9,26,164,0,0
Finland,1912,Rowing,6,0,0,0,0,6,4,4,9,8,9,26,164,0,0
France,1912,Art Competitions,10,0,1,0,0,10,0,5,7,4,3,14,119,0,0
France,1912,Athletics,25,0,5,0,0,25,30,5,7,4,3,14,119,0,0
France,1912,Cycling,12,0,0,0,0,12,2,5,7,4,3,14,119,0,0
France,1912,Equestrianism,4,1,4,1,0,4,0,5,7,4,3,14,119,0,0
France,1912,Gymnastics,6,0,1,0,0,6,4,5,7,4,3,14,119,0,0
France,1912,Modern Pentathlon,2,0,0,0,0,2,1,5,7,4,3,14,119,0,0
France,1912,Rowing,17,0,0,0,0,17,4,5,7,4,3,14,119,0,0
Hungary,1912,Fencing,13,9,1,1,0,13,5,9,3,2,3,8,121,0,0
France,1912,Shooting,19,2,0,0,0,19,18,5,7,4,3,14,119,0,0
France,1912,Swimming,3,0,0,0,0,3,0,5,7,4,3,14,119,0,0
Austria,1912,Wrestling,8,0,0,0,0,8,5,17,0,2,2,4,85,0,0
Austria,1912,Water Polo,7,0,0,0,0,7,0,17,0,2,2,4,85,0,0
Austria,1912,Tennis,3,0,2,0,0,3,8,17,0,2,2,4,85,0,0
Austria,1912,Swimming,8,0,0,4,5,3,0,17,0,2,2,4,85,0,0
Austria,1912,Shooting,7,0,0,0,0,7,18,17,0,2,2,4,85,0,0
Austria,1912,Rowing,6,0,0,0,0,6,4,17,0,2,2,4,85,0,0
Austria,1912,Modern Pentathlon,1,0,0,0,0,1,1,17,0,2,2,4,85,0,0
Austria,1912,Football,15,0,0,0,0,15,1,17,0,2,2,4,85,0,0
Austria,1912,Fencing,12,0,7,1,0,12,5,17,0,2,2,4,85,0,0
Austria,1912,Diving,1,0,0,0,1,0,0,17,0,2,2,4,85,0,0
Austria,1912,Cycling,6,0,0,0,0,6,2,17,0,2,2,4,85,0,0
Austria,1912,Athletics,12,0,0,0,0,12,30,17,0,2,2,4,85,0,0
Denmark,1912,Athletics,14,0,0,0,0,14,30,14,1,6,5,12,147,0,0
Denmark,1912,Equestrianism,4,0,0,0,0,4,0,14,1,6,5,12,147,0,0
Iceland,1912,Athletics,1,0,0,0,0,1,30,0,0,0,0,0,2,0,0
Hungary,1912,Cycling,5,0,0,0,0,5,2,9,3,2,3,8,121,0,0
Hungary,1912,Football,14,0,0,0,0,14,1,9,3,2,3,8,121,0,0
United Kingdom,1912,Art Competitions,3,0,0,0,0,3,0,3,10,15,16,41,0,0,0
United Kingdom,1912,Athletics,61,5,1,16,0,61,30,3,10,15,16,41,0,0,0
United Kingdom,1912,Cycling,26,0,13,0,0,26,2,3,10,15,16,41,0,0,0
United Kingdom,1912,Diving,3,0,0,1,1,2,0,3,10,15,16,41,0,0,0
United Kingdom,1912,Equestrianism,4,0,0,0,0,4,0,3,10,15,16,41,0,0,0
United Kingdom,1912,Fencing,22,0,6,0,0,22,5,3,10,15,16,41,0,0,0
United Kingdom,1912,Football,14,14,0,0,0,14,1,3,10,15,16,41,0,0,0
United Kingdom,1912,Gymnastics,23,0,0,23,0,23,4,3,10,15,16,41,0,0,0
United Kingdom,1912,Modern Pentathlon,3,0,0,0,0,3,1,3,10,15,16,41,0,0,0
United Kingdom,1912,Rowing,24,10,14,0,0,24,4,3,10,15,16,41,0,0,0
United Kingdom,1912,Shooting,38,4,17,10,0,38,18,3,10,15,16,41,0,0,0
United Kingdom,1912,Swimming,18,4,2,6,6,12,0,3,10,15,16,41,0,0,0
United Kingdom,1912,Tennis,11,3,3,3,3,8,8,3,10,15,16,41,0,0,0
United Kingdom,1912,Tug-Of-War,8,0,8,0,0,8,0,3,10,15,16,41,0,0,0
United Kingdom,1912,Water Polo,7,7,0,0,0,7,0,3,10,15,16,41,0,0,0
United Kingdom,1912,Wrestling,12,0,0,0,0,12,5,3,10,15,16,41,0,0,0
Netherlands,1912,Fencing,12,0,0,11,0,12,5,18,0,0,3,3,33,0,0
Netherlands,1912,Athletics,1,0,0,0,0,1,30,18,0,0,3,3,33,0,0
Canada,1912,Art Competitions,1,0,0,0,0,1,0,9,3,2,3,8,37,0,0
Italy,1912,Gymnastics,18,19,0,1,0,18,4,11,3,1,2,6,66,0,0
Italy,1912,Swimming,2,0,0,0,0,2,0,11,3,1,2,6,66,0,0
Iceland,1912,Wrestling,1,0,0,0,0,1,5,0,0,0,0,0,2,0,0
Italy,1912,Wrestling,6,0,0,0,0,6,5,11,3,1,2,6,66,0,0
Canada,1912,Athletics,18,1,2,2,0,18,30,9,3,2,3,8,37,0,0
Canada,1912,Cycling,2,0,0,0,0,2,2,9,3,2,3,8,37,0,0
Canada,1912,Diving,2,0,0,0,0,2,0,9,3,2,3,8,37,0,0
Canada,1912,Rowing,10,0,0,1,0,10,4,9,3,2,3,8,37,0,0
Netherlands,1912,Football,15,0,0,15,0,15,1,18,0,0,3,3,33,0,0
Canada,1912,Shooting,3,0,0,0,0,3,18,9,3,2,3,8,37,0,0
Italy,1912,Football,14,0,0,0,0,14,1,11,3,1,2,6,66,0,0
Italy,1912,Diving,1,0,0,0,0,1,0,11,3,1,2,6,66,0,0
Germany,1912,Art Competitions,2,1,0,0,0,2,0,6,5,13,7,25,185,0,0
Germany,1912,Athletics,24,0,2,0,0,24,30,6,5,13,7,25,185,0,0
Germany,1912,Cycling,11,0,0,0,0,11,2,6,5,13,7,25,185,0,0
Germany,1912,Diving,4,1,2,1,0,4,0,6,5,13,7,25,185,0,0
Germany,1912,Equestrianism,13,0,6,4,0,13,0,6,5,13,7,25,185,0,0
Germany,1912,Fencing,16,0,0,0,0,16,5,6,5,13,7,25,185,0,0
Germany,1912,Football,22,0,0,0,0,22,1,6,5,13,7,25,185,0,0
Germany,1912,Gymnastics,18,0,0,0,0,18,4,6,5,13,7,25,185,0,0
Germany,1912,Modern Pentathlon,1,0,0,0,0,1,1,6,5,13,7,25,185,0,0
Germany,1912,Rowing,25,5,0,9,0,25,4,6,5,13,7,25,185,0,0
Germany,1912,Shooting,11,0,1,6,0,11,18,6,5,13,7,25,185,0,0
Germany,1912,Swimming,17,2,6,2,4,13,0,6,5,13,7,25,185,0,0
Germany,1912,Tennis,7,2,1,1,1,6,8,6,5,13,7,25,185,0,0
Germany,1912,Wrestling,14,0,1,0,0,14,5,6,5,13,7,25,185,0,0
Serbia,1912,Athletics,2,0,0,0,0,2,30,0,0,0,0,0,2,0,0
Switzerland,1912,Art Competitions,6,2,0,0,0,6,0,0,0,0,0,0,7,0,0
Switzerland,1912,Athletics,1,0,0,0,0,1,30,0,0,0,0,0,7,0,0
Netherlands,1912,Wrestling,3,0,0,0,0,3,5,18,0,0,3,3,33,0,0
Netherlands,1912,Tennis,1,0,0,0,0,1,8,18,0,0,3,3,33,0,0
Finland,1912,Football,13,0,0,0,0,13,1,4,9,8,9,26,164,0,0
Finland,1912,Diving,6,0,0,0,0,6,0,4,9,8,9,26,164,0,0
Finland,1912,Cycling,5,0,0,0,0,5,2,4,9,8,9,26,164,0,0
Finland,1912,Athletics,23,6,11,3,0,23,30,4,9,8,9,26,164,0,0
Netherlands,1912,Shooting,1,0,0,0,0,1,18,18,0,0,3,3,33,0,0
Netherlands,1912,Modern Pentathlon,1,0,0,0,0,1,1,18,0,0,3,3,33,0,0
Italy,1912,Art Competitions,4,2,0,0,0,4,0,11,3,1,2,6,66,0,0
Italy,1912,Athletics,12,0,0,1,0,12,30,11,3,1,2,6,66,0,0
Italy,1912,Fencing,9,1,1,0,0,9,5,11,3,1,2,6,66,0,0
Canada,1912,Swimming,1,2,0,0,0,1,0,9,3,2,3,8,37,0,0
Denmark,1912,Wrestling,9,0,0,1,0,9,5,14,1,6,5,12,147,0,0
Chile,1912,Cycling,4,0,0,0,0,4,2,0,0,0,0,0,14,0,0
Poland,1912,Art Competitions,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Norway,1912,Cycling,6,0,0,0,0,6,2,8,3,2,5,10,190,0,0
Norway,1912,Athletics,21,1,0,0,0,21,30,8,3,2,5,10,190,0,0
Norway,1912,Football,12,0,0,0,0,12,1,8,3,2,5,10,190,0,0
Belgium,1912,Wrestling,1,0,0,0,0,1,5,13,2,1,3,6,36,0,1
Belgium,1912,Water Polo,9,0,0,9,0,9,0,13,2,1,3,6,36,0,1
Norway,1912,Gymnastics,46,24,0,22,0,46,4,8,3,2,5,10,190,0,0
Belgium,1912,Swimming,5,0,0,0,1,4,0,13,2,1,3,6,36,0,1
Belgium,1912,Fencing,11,7,0,1,0,11,5,13,2,1,3,6,36,0,1
Belgium,1912,Equestrianism,4,0,0,1,0,4,0,13,2,1,3,6,36,0,1
Belgium,1912,Cycling,1,0,0,0,0,1,2,13,2,1,3,6,36,0,1
Belgium,1912,Athletics,2,0,0,0,0,2,30,13,2,1,3,6,36,0,1
Chile,1912,Equestrianism,2,0,0,0,0,2,0,0,0,0,0,0,14,0,0
Belgium,1912,Art Competitions,1,0,0,0,0,1,0,13,2,1,3,6,36,0,1
Belgium,1912,Rowing,6,0,1,0,0,6,4,13,2,1,3,6,36,0,1
Sweden,1912,Athletics,106,15,12,6,0,106,30,2,23,25,17,65,434,1,0
Chile,1912,Athletics,6,0,0,0,0,6,30,0,0,0,0,0,14,0,0
Russia,1912,Diving,1,0,0,0,0,1,0,0,0,0,0,0,159,0,0
Chile,1912,Shooting,2,0,0,0,0,2,18,0,0,0,0,0,14,0,0
Norway,1912,Diving,3,0,0,0,0,3,0,8,3,2,5,10,190,0,0
Norway,1912,Equestrianism,3,0,0,0,0,3,0,8,3,2,5,10,190,0,0
Hungary,1912,Gymnastics,17,0,16,0,0,17,4,9,3,2,3,8,121,0,0
Russia,1912,Cycling,10,0,0,0,0,10,2,0,0,0,0,0,159,0,0
Hungary,1912,Shooting,10,1,0,0,0,10,18,9,3,2,3,8,121,0,0
Hungary,1912,Swimming,8,0,0,0,0,8,0,9,3,2,3,8,121,0,0
Hungary,1912,Rowing,11,0,0,0,0,11,4,9,3,2,3,8,121,0,0
Hungary,1912,Water Polo,7,0,0,0,0,7,0,9,3,2,3,8,121,0,0
Hungary,1912,Wrestling,10,0,0,1,0,10,5,9,3,2,3,8,121,0,0
Russia,1912,Fencing,24,0,0,0,0,24,5,0,0,0,0,0,159,0,0
Russia,1912,Equestrianism,7,0,0,0,0,7,0,0,0,0,0,0,159,0,0
Hungary,1912,Tennis,4,0,0,0,0,4,8,9,3,2,3,8,121,0,0
Norway,1912,Fencing,7,0,0,0,0,7,5,8,3,2,5,10,190,0,0
Netherlands,1920,Archery,8,8,0,0,0,8,10,9,4,2,5,11,130,0,0
Netherlands,1920,Boxing,8,0,0,0,0,8,8,9,4,2,5,11,130,0,0
Netherlands,1920,Athletics,11,0,0,0,0,11,29,9,4,2,5,11,130,0,0
Norway,1920,Athletics,16,1,0,0,0,16,29,6,13,9,9,31,193,0,0
Netherlands,1920,Cycling,10,1,0,3,0,10,6,9,4,2,5,11,130,0,0
France,1920,Archery,8,1,18,8,0,8,10,8,9,19,13,41,304,0,1
France,1920,Art Competitions,1,0,1,0,1,0,0,8,9,19,13,41,304,0,1
Netherlands,1920,Equestrianism,1,0,0,0,0,1,0,9,4,2,5,11,130,0,0
Netherlands,1920,Fencing,10,0,0,8,0,10,6,9,4,2,5,11,130,0,0
France,1920,Boxing,15,1,1,1,0,15,8,8,9,19,13,41,304,0,1
Netherlands,1920,Football,14,0,0,14,0,14,1,9,4,2,5,11,130,0,0
France,1920,Shooting,17,0,6,0,0,17,21,8,9,19,13,41,304,0,1
France,1920,Sailing,3,0,3,0,0,3,14,8,9,19,13,41,304,0,1
France,1920,Rugby,15,0,15,0,0,15,1,8,9,19,13,41,304,0,1
France,1920,Rowing,14,0,3,2,0,14,5,8,9,19,13,41,304,0,1
France,1920,Swimming,13,0,0,0,3,10,0,8,9,19,13,41,304,0,1
Netherlands,1920,Tug-Of-War,8,0,8,0,0,8,0,9,4,2,5,11,130,0,0
France,1920,Modern Pentathlon,4,0,0,0,0,4,1,8,9,19,13,41,304,0,1
Netherlands,1920,Wrestling,9,0,0,0,0,9,10,9,4,2,5,11,130,0,0
Netherlands,1920,Swimming,4,0,0,0,1,3,0,9,4,2,5,11,130,0,0
Denmark,1920,Athletics,18,0,1,0,0,18,29,10,3,9,1,13,151,0,0
Norway,1920,Art Competitions,1,0,1,0,0,1,0,6,13,9,9,31,193,0,0
France,1920,Hockey,11,0,0,0,0,11,0,8,9,19,13,41,304,0,1
France,1920,Football,11,0,0,0,0,11,1,8,9,19,13,41,304,0,1
France,1920,Figure Skating,2,0,0,0,1,1,0,8,9,19,13,41,304,0,1
France,1920,Fencing,18,1,14,9,0,18,6,8,9,19,13,41,304,0,1
France,1920,Equestrianism,24,0,4,0,0,24,0,8,9,19,13,41,304,0,1
France,1920,Diving,1,0,0,0,0,1,0,8,9,19,13,41,304,0,1
France,1920,Cycling,13,4,0,1,0,13,6,8,9,19,13,41,304,0,1
France,1920,Athletics,59,1,5,4,0,59,29,8,9,19,13,41,304,0,1
Netherlands,1920,Shooting,15,0,0,0,0,15,21,9,4,2,5,11,130,0,0
Netherlands,1920,Sailing,8,6,2,0,0,8,14,9,4,2,5,11,130,0,0
Netherlands,1920,Rowing,12,0,0,0,0,12,5,9,4,2,5,11,130,0,0
France,1920,Gymnastics,29,0,1,27,0,29,4,8,9,19,13,41,304,0,1
Norway,1920,Boxing,14,0,1,0,0,14,8,6,13,9,9,31,193,0,0
Australia,1920,Diving,1,0,0,0,1,0,0,16,0,2,1,3,13,0,0
Norway,1920,Diving,4,0,0,0,2,2,0,6,13,9,9,31,193,0,0
Canada,1920,Cycling,5,0,0,0,0,5,6,12,3,3,3,9,52,0,0
Canada,1920,Boxing,8,1,2,2,0,8,8,12,3,3,3,9,52,0,0
Greece,1920,Wrestling,5,0,0,0,0,5,10,19,0,1,0,1,47,0,0
Greece,1920,Weightlifting,1,0,0,0,0,1,5,19,0,1,0,1,47,0,0
Greece,1920,Water Polo,9,0,0,0,0,9,0,19,0,1,0,1,47,0,0
Greece,1920,Tennis,1,0,0,0,0,1,5,19,0,1,0,1,47,0,0
Greece,1920,Shooting,9,0,5,0,0,9,21,19,0,1,0,1,47,0,0
Greece,1920,Football,11,0,0,0,0,11,1,19,0,1,0,1,47,0,0
Greece,1920,Fencing,3,0,0,0,0,3,6,19,0,1,0,1,47,0,0
Greece,1920,Athletics,9,0,0,0,0,9,29,19,0,1,0,1,47,0,0
